segment_id,dataset_family,boundary_pair,title,text,gold_role,contrast_role,gold_entities,gold_operative_status,gold_relation,gold_answer_relevant,difficulty,notes
EXPAND_S0285,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0285.md,"In one release review, a reviewer accepted agent memory but sent gold labels back for a second check.",EXAMPLE,METHOD,agent memory; gold labels,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0286,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0286.md,A tenant report shows audit trail in the retrieved path while LLM application security appears only in the notes.,EXAMPLE,METHOD,audit trail; LLM application security,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0287,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0287.md,"During an incident drill, the audit trail links answer support to one passage and privacy to another.",EXAMPLE,METHOD,answer support; privacy,DESCRIPTIVE,gives_example,YES,EASY,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0288,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0288.md,"In one release review, a reviewer accepted policy context but sent retrieval trace back for a second check.",EXAMPLE,METHOD,policy context; retrieval trace,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0289,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0289.md,A tenant report shows controls in the retrieved path while route extraction appears only in the notes.,EXAMPLE,METHOD,controls; route extraction,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0290,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0290.md,"During an incident drill, the audit trail links risk management to one passage and human review to another.",EXAMPLE,METHOD,risk management; human review,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0291,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0291.md,"In one release review, a reviewer accepted source context but sent incident response back for a second check.",EXAMPLE,METHOD,source context; incident response,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0292,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0292.md,A tenant report shows mismatch review in the retrieved path while answer support appears only in the notes.,EXAMPLE,METHOD,mismatch review; answer support,DESCRIPTIVE,gives_example,YES,EASY,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0293,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0293.md,"During an incident drill, the audit trail links gold labels to one passage and risk management to another.",EXAMPLE,METHOD,gold labels; risk management,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0294,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0294.md,"In one release review, a reviewer accepted RouteMap segment but sent gold labels back for a second check.",EXAMPLE,METHOD,RouteMap segment; gold labels,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0295,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0295.md,A tenant report shows secure AI development in the retrieved path while LLM application security appears only in the notes.,EXAMPLE,METHOD,secure AI development; LLM application security,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0296,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0296.md,"During an incident drill, the audit trail links LLM application security to one passage and privacy to another.",EXAMPLE,METHOD,LLM application security; privacy,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0297,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0297.md,"In one release review, a reviewer accepted AI safety evaluation but sent retrieval trace back for a second check.",EXAMPLE,METHOD,AI safety evaluation; retrieval trace,DESCRIPTIVE,gives_example,YES,EASY,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0298,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0298.md,A tenant report shows model release governance in the retrieved path while route extraction appears only in the notes.,EXAMPLE,METHOD,model release governance; route extraction,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0299,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0299.md,"During an incident drill, the audit trail links privacy to one passage and human review to another.",EXAMPLE,METHOD,privacy; human review,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0300,boundary_pair,METHOD vs EXAMPLE,expanded_boundary_0300.md,"In one release review, a reviewer accepted consent boundary but sent incident response back for a second check.",EXAMPLE,METHOD,consent boundary; incident response,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than METHOD for the METHOD vs EXAMPLE boundary.
EXPAND_S0301,boundary_pair,RESULT vs METHOD,expanded_boundary_0301.md,The mismatch review shows permission boundary improved after adding labels while answer support remained unstable.,RESULT,METHOD,permission boundary; answer support; evaluation,DESCRIPTIVE,reports_usefulness,YES,HARD,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0302,boundary_pair,RESULT vs METHOD,expanded_boundary_0302.md,The benchmark output reports that retrieval trace was selected more consistently than risk management.,RESULT,METHOD,retrieval trace; risk management; evaluation,DESCRIPTIVE,reports_usefulness,YES,EASY,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0303,boundary_pair,RESULT vs METHOD,expanded_boundary_0303.md,The evaluation run recovered route provenance but missed gold labels in several hard boundary rows.,RESULT,METHOD,route provenance; gold labels; evaluation,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0304,boundary_pair,RESULT vs METHOD,expanded_boundary_0304.md,The mismatch review shows RouteMap improved after adding labels while LLM application security remained unstable.,RESULT,METHOD,RouteMap; LLM application security; evaluation,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0305,boundary_pair,RESULT vs METHOD,expanded_boundary_0305.md,The benchmark output reports that route extraction was selected more consistently than privacy.,RESULT,METHOD,route extraction; privacy; evaluation,DESCRIPTIVE,reports_usefulness,YES,HARD,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0306,boundary_pair,RESULT vs METHOD,expanded_boundary_0306.md,The evaluation run recovered benchmark but missed retrieval trace in several hard boundary rows.,RESULT,METHOD,benchmark; retrieval trace; evaluation,DESCRIPTIVE,reports_usefulness,YES,HARD,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0307,boundary_pair,RESULT vs METHOD,expanded_boundary_0307.md,The mismatch review shows evaluation improved after adding labels while route extraction remained unstable.,RESULT,METHOD,evaluation; route extraction,DESCRIPTIVE,reports_usefulness,YES,EASY,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0308,boundary_pair,RESULT vs METHOD,expanded_boundary_0308.md,The benchmark output reports that human review was selected more consistently than evaluation.,RESULT,METHOD,human review; evaluation,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0309,boundary_pair,RESULT vs METHOD,expanded_boundary_0309.md,The evaluation run recovered evidence selection but missed incident response in several hard boundary rows.,RESULT,METHOD,evidence selection; incident response; evaluation,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0310,boundary_pair,RESULT vs METHOD,expanded_boundary_0310.md,The mismatch review shows tool-use security improved after adding labels while answer support remained unstable.,RESULT,METHOD,tool-use security; answer support; evaluation,DESCRIPTIVE,reports_usefulness,YES,HARD,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0311,boundary_pair,RESULT vs METHOD,expanded_boundary_0311.md,The benchmark output reports that incident response was selected more consistently than risk management.,RESULT,METHOD,incident response; risk management; evaluation,DESCRIPTIVE,reports_usefulness,YES,HARD,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0312,boundary_pair,RESULT vs METHOD,expanded_boundary_0312.md,The evaluation run recovered agent memory but missed gold labels in several hard boundary rows.,RESULT,METHOD,agent memory; gold labels; evaluation,DESCRIPTIVE,reports_usefulness,YES,EASY,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0313,boundary_pair,RESULT vs METHOD,expanded_boundary_0313.md,The mismatch review shows audit trail improved after adding labels while LLM application security remained unstable.,RESULT,METHOD,audit trail; LLM application security; evaluation,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0314,boundary_pair,RESULT vs METHOD,expanded_boundary_0314.md,The benchmark output reports that answer support was selected more consistently than privacy.,RESULT,METHOD,answer support; privacy; evaluation,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0315,boundary_pair,RESULT vs METHOD,expanded_boundary_0315.md,The evaluation run recovered policy context but missed retrieval trace in several hard boundary rows.,RESULT,METHOD,policy context; retrieval trace; evaluation,DESCRIPTIVE,reports_usefulness,YES,HARD,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0316,boundary_pair,RESULT vs METHOD,expanded_boundary_0316.md,The mismatch review shows controls improved after adding labels while route extraction remained unstable.,RESULT,METHOD,controls; route extraction; evaluation,DESCRIPTIVE,reports_usefulness,YES,HARD,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0317,boundary_pair,RESULT vs METHOD,expanded_boundary_0317.md,The benchmark output reports that risk management was selected more consistently than human review.,RESULT,METHOD,risk management; human review; evaluation,DESCRIPTIVE,reports_usefulness,YES,EASY,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0318,boundary_pair,RESULT vs METHOD,expanded_boundary_0318.md,The evaluation run recovered source context but missed incident response in several hard boundary rows.,RESULT,METHOD,source context; incident response; evaluation,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0319,boundary_pair,RESULT vs METHOD,expanded_boundary_0319.md,The mismatch review shows mismatch review improved after adding labels while answer support remained unstable.,RESULT,METHOD,mismatch review; answer support; evaluation,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0320,boundary_pair,RESULT vs METHOD,expanded_boundary_0320.md,The benchmark output reports that gold labels was selected more consistently than risk management.,RESULT,METHOD,gold labels; risk management; evaluation,DESCRIPTIVE,reports_usefulness,YES,HARD,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0321,boundary_pair,RESULT vs METHOD,expanded_boundary_0321.md,The evaluation run recovered RouteMap segment but missed gold labels in several hard boundary rows.,RESULT,METHOD,RouteMap segment; gold labels; evaluation,DESCRIPTIVE,reports_usefulness,YES,HARD,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0322,boundary_pair,RESULT vs METHOD,expanded_boundary_0322.md,The mismatch review shows secure AI development improved after adding labels while LLM application security remained unstable.,RESULT,METHOD,secure AI development; LLM application security; evaluation,DESCRIPTIVE,reports_usefulness,YES,EASY,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0323,boundary_pair,RESULT vs METHOD,expanded_boundary_0323.md,The benchmark output reports that LLM application security was selected more consistently than privacy.,RESULT,METHOD,LLM application security; privacy; evaluation,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0324,boundary_pair,RESULT vs METHOD,expanded_boundary_0324.md,The evaluation run recovered AI safety evaluation but missed retrieval trace in several hard boundary rows.,RESULT,METHOD,AI safety evaluation; retrieval trace; evaluation,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0325,boundary_pair,RESULT vs METHOD,expanded_boundary_0325.md,The mismatch review shows model release governance improved after adding labels while route extraction remained unstable.,RESULT,METHOD,model release governance; route extraction; evaluation,DESCRIPTIVE,reports_usefulness,YES,HARD,Intended as RESULT rather than METHOD for the RESULT vs METHOD boundary.
EXPAND_S0326,boundary_pair,RESULT vs METHOD,expanded_boundary_0326.md,"RouteMap processing links privacy to human review, validates the label, and preserves the reviewer note.",METHOD,RESULT,privacy; human review; controls,ACTIVE,recommends,YES,HARD,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0327,boundary_pair,RESULT vs METHOD,expanded_boundary_0327.md,"The reviewer logs consent boundary, checks incident response, and stores the route decision before publishing the answer.",METHOD,RESULT,consent boundary; incident response; controls,ACTIVE,recommends,YES,EASY,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0328,boundary_pair,RESULT vs METHOD,expanded_boundary_0328.md,The workflow compares permission boundary against answer support and records the selected evidence in the audit trail.,METHOD,RESULT,permission boundary; answer support; controls,ACTIVE,recommends,YES,MEDIUM,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0329,boundary_pair,RESULT vs METHOD,expanded_boundary_0329.md,"RouteMap processing links retrieval trace to risk management, validates the label, and preserves the reviewer note.",METHOD,RESULT,retrieval trace; risk management; controls,ACTIVE,recommends,YES,MEDIUM,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0330,boundary_pair,RESULT vs METHOD,expanded_boundary_0330.md,"The reviewer logs route provenance, checks gold labels, and stores the route decision before publishing the answer.",METHOD,RESULT,route provenance; gold labels; controls,ACTIVE,recommends,YES,HARD,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0331,boundary_pair,RESULT vs METHOD,expanded_boundary_0331.md,The workflow compares RouteMap against LLM application security and records the selected evidence in the audit trail.,METHOD,RESULT,RouteMap; LLM application security; controls,ACTIVE,recommends,YES,HARD,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0332,boundary_pair,RESULT vs METHOD,expanded_boundary_0332.md,"RouteMap processing links route extraction to privacy, validates the label, and preserves the reviewer note.",METHOD,RESULT,route extraction; privacy; controls,ACTIVE,recommends,YES,EASY,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0333,boundary_pair,RESULT vs METHOD,expanded_boundary_0333.md,"The reviewer logs benchmark, checks retrieval trace, and stores the route decision before publishing the answer.",METHOD,RESULT,benchmark; retrieval trace; controls,ACTIVE,recommends,YES,MEDIUM,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0334,boundary_pair,RESULT vs METHOD,expanded_boundary_0334.md,The workflow compares evaluation against route extraction and records the selected evidence in the audit trail.,METHOD,RESULT,evaluation; route extraction; controls,ACTIVE,recommends,YES,MEDIUM,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0335,boundary_pair,RESULT vs METHOD,expanded_boundary_0335.md,"RouteMap processing links human review to controls, validates the label, and preserves the reviewer note.",METHOD,RESULT,human review; controls,ACTIVE,recommends,YES,HARD,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0336,boundary_pair,RESULT vs METHOD,expanded_boundary_0336.md,"The reviewer logs evidence selection, checks incident response, and stores the route decision before publishing the answer.",METHOD,RESULT,evidence selection; incident response; controls,ACTIVE,recommends,YES,HARD,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0337,boundary_pair,RESULT vs METHOD,expanded_boundary_0337.md,The workflow compares tool-use security against answer support and records the selected evidence in the audit trail.,METHOD,RESULT,tool-use security; answer support; controls,ACTIVE,recommends,YES,EASY,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0338,boundary_pair,RESULT vs METHOD,expanded_boundary_0338.md,"RouteMap processing links incident response to risk management, validates the label, and preserves the reviewer note.",METHOD,RESULT,incident response; risk management; controls,ACTIVE,recommends,YES,MEDIUM,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0339,boundary_pair,RESULT vs METHOD,expanded_boundary_0339.md,"The reviewer logs agent memory, checks gold labels, and stores the route decision before publishing the answer.",METHOD,RESULT,agent memory; gold labels; controls,ACTIVE,recommends,YES,MEDIUM,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0340,boundary_pair,RESULT vs METHOD,expanded_boundary_0340.md,The workflow compares audit trail against LLM application security and records the selected evidence in the audit trail.,METHOD,RESULT,audit trail; LLM application security; controls,ACTIVE,recommends,YES,HARD,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0341,boundary_pair,RESULT vs METHOD,expanded_boundary_0341.md,"RouteMap processing links answer support to privacy, validates the label, and preserves the reviewer note.",METHOD,RESULT,answer support; privacy; controls,ACTIVE,recommends,YES,HARD,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0342,boundary_pair,RESULT vs METHOD,expanded_boundary_0342.md,"The reviewer logs policy context, checks retrieval trace, and stores the route decision before publishing the answer.",METHOD,RESULT,policy context; retrieval trace; controls,ACTIVE,recommends,YES,EASY,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0343,boundary_pair,RESULT vs METHOD,expanded_boundary_0343.md,The workflow compares controls against route extraction and records the selected evidence in the audit trail.,METHOD,RESULT,controls; route extraction,ACTIVE,recommends,YES,MEDIUM,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0344,boundary_pair,RESULT vs METHOD,expanded_boundary_0344.md,"RouteMap processing links risk management to human review, validates the label, and preserves the reviewer note.",METHOD,RESULT,risk management; human review; controls,ACTIVE,recommends,YES,MEDIUM,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0345,boundary_pair,RESULT vs METHOD,expanded_boundary_0345.md,"The reviewer logs source context, checks incident response, and stores the route decision before publishing the answer.",METHOD,RESULT,source context; incident response; controls,ACTIVE,recommends,YES,HARD,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0346,boundary_pair,RESULT vs METHOD,expanded_boundary_0346.md,The workflow compares mismatch review against answer support and records the selected evidence in the audit trail.,METHOD,RESULT,mismatch review; answer support; controls,ACTIVE,recommends,YES,HARD,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0347,boundary_pair,RESULT vs METHOD,expanded_boundary_0347.md,"RouteMap processing links gold labels to risk management, validates the label, and preserves the reviewer note.",METHOD,RESULT,gold labels; risk management; controls,ACTIVE,recommends,YES,EASY,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0348,boundary_pair,RESULT vs METHOD,expanded_boundary_0348.md,"The reviewer logs RouteMap segment, checks gold labels, and stores the route decision before publishing the answer.",METHOD,RESULT,RouteMap segment; gold labels; controls,ACTIVE,recommends,YES,MEDIUM,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0349,boundary_pair,RESULT vs METHOD,expanded_boundary_0349.md,The workflow compares secure AI development against LLM application security and records the selected evidence in the audit trail.,METHOD,RESULT,secure AI development; LLM application security; controls,ACTIVE,recommends,YES,MEDIUM,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0350,boundary_pair,RESULT vs METHOD,expanded_boundary_0350.md,"RouteMap processing links LLM application security to privacy, validates the label, and preserves the reviewer note.",METHOD,RESULT,LLM application security; privacy; controls,ACTIVE,recommends,YES,HARD,Intended as METHOD rather than RESULT for the RESULT vs METHOD boundary.
EXPAND_S0351,boundary_pair,CLAIM vs METHOD,expanded_boundary_0351.md,AI safety evaluation improves RouteMap reliability only when retrieval trace remains visible to downstream reviewers.,CLAIM,METHOD,AI safety evaluation; retrieval trace; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0352,boundary_pair,CLAIM vs METHOD,expanded_boundary_0352.md,A route-aware system loses answer support when model release governance is separated from route extraction.,CLAIM,METHOD,model release governance; route extraction; risk management,ACTIVE,asserts,YES,EASY,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0353,boundary_pair,CLAIM vs METHOD,expanded_boundary_0353.md,privacy should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,METHOD,privacy; human review; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0354,boundary_pair,CLAIM vs METHOD,expanded_boundary_0354.md,consent boundary improves RouteMap reliability only when incident response remains visible to downstream reviewers.,CLAIM,METHOD,consent boundary; incident response; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0355,boundary_pair,CLAIM vs METHOD,expanded_boundary_0355.md,A route-aware system loses answer support when permission boundary is separated from answer support.,CLAIM,METHOD,permission boundary; answer support; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0356,boundary_pair,CLAIM vs METHOD,expanded_boundary_0356.md,retrieval trace should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,METHOD,retrieval trace; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0357,boundary_pair,CLAIM vs METHOD,expanded_boundary_0357.md,route provenance improves RouteMap reliability only when gold labels remains visible to downstream reviewers.,CLAIM,METHOD,route provenance; gold labels; risk management,ACTIVE,asserts,YES,EASY,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0358,boundary_pair,CLAIM vs METHOD,expanded_boundary_0358.md,A route-aware system loses answer support when RouteMap is separated from LLM application security.,CLAIM,METHOD,RouteMap; LLM application security; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0359,boundary_pair,CLAIM vs METHOD,expanded_boundary_0359.md,route extraction should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,METHOD,route extraction; privacy; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0360,boundary_pair,CLAIM vs METHOD,expanded_boundary_0360.md,benchmark improves RouteMap reliability only when retrieval trace remains visible to downstream reviewers.,CLAIM,METHOD,benchmark; retrieval trace; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0361,boundary_pair,CLAIM vs METHOD,expanded_boundary_0361.md,A route-aware system loses answer support when evaluation is separated from route extraction.,CLAIM,METHOD,evaluation; route extraction; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0362,boundary_pair,CLAIM vs METHOD,expanded_boundary_0362.md,human review should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,METHOD,human review; risk management,ACTIVE,asserts,YES,EASY,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0363,boundary_pair,CLAIM vs METHOD,expanded_boundary_0363.md,evidence selection improves RouteMap reliability only when incident response remains visible to downstream reviewers.,CLAIM,METHOD,evidence selection; incident response; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0364,boundary_pair,CLAIM vs METHOD,expanded_boundary_0364.md,A route-aware system loses answer support when tool-use security is separated from answer support.,CLAIM,METHOD,tool-use security; answer support; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0365,boundary_pair,CLAIM vs METHOD,expanded_boundary_0365.md,incident response should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,METHOD,incident response; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0366,boundary_pair,CLAIM vs METHOD,expanded_boundary_0366.md,agent memory improves RouteMap reliability only when gold labels remains visible to downstream reviewers.,CLAIM,METHOD,agent memory; gold labels; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0367,boundary_pair,CLAIM vs METHOD,expanded_boundary_0367.md,A route-aware system loses answer support when audit trail is separated from LLM application security.,CLAIM,METHOD,audit trail; LLM application security; risk management,ACTIVE,asserts,YES,EASY,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0368,boundary_pair,CLAIM vs METHOD,expanded_boundary_0368.md,answer support should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,METHOD,answer support; privacy; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0369,boundary_pair,CLAIM vs METHOD,expanded_boundary_0369.md,policy context improves RouteMap reliability only when retrieval trace remains visible to downstream reviewers.,CLAIM,METHOD,policy context; retrieval trace; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0370,boundary_pair,CLAIM vs METHOD,expanded_boundary_0370.md,A route-aware system loses answer support when controls is separated from route extraction.,CLAIM,METHOD,controls; route extraction; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0371,boundary_pair,CLAIM vs METHOD,expanded_boundary_0371.md,risk management should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,METHOD,risk management; human review,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0372,boundary_pair,CLAIM vs METHOD,expanded_boundary_0372.md,source context improves RouteMap reliability only when incident response remains visible to downstream reviewers.,CLAIM,METHOD,source context; incident response; risk management,ACTIVE,asserts,YES,EASY,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0373,boundary_pair,CLAIM vs METHOD,expanded_boundary_0373.md,A route-aware system loses answer support when mismatch review is separated from answer support.,CLAIM,METHOD,mismatch review; answer support; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0374,boundary_pair,CLAIM vs METHOD,expanded_boundary_0374.md,gold labels should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,METHOD,gold labels; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
EXPAND_S0375,boundary_pair,CLAIM vs METHOD,expanded_boundary_0375.md,RouteMap segment improves RouteMap reliability only when gold labels remains visible to downstream reviewers.,CLAIM,METHOD,RouteMap segment; gold labels; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than METHOD for the CLAIM vs METHOD boundary.
